T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,Mz,Mz_err,Mz2,Mz2_err,Mz4,Mz4_err,chi_z,chi_z_err,Mxy,Mxy_err,Mxy2,Mxy2_err,Mxy4,Mxy4_err,chi_xy,chi_xy_err
1.5000,-0.990999,0.004510,0.546248,0.002522,0.298569,0.002767,0.089361,0.001670,1.705509,0.290288,0.494938,0.111563,0.009231,0.000818,0.000131,0.000021,0.000000,0.000000,0.125841,0.020605,0.546129,0.002510,0.298437,0.002753,0.089281,0.001660,0.491483,0.110120
1.5500,-0.868699,0.003922,0.501208,0.002841,0.251417,0.002814,0.063415,0.001386,1.290042,0.153565,0.549377,0.181286,0.010801,0.001006,0.000181,0.000030,0.000000,0.000000,0.168707,0.025441,0.501029,0.002832,0.251237,0.002804,0.063323,0.001380,0.546747,0.180248
1.6000,-0.739058,0.008637,0.431653,0.005698,0.187068,0.004850,0.035531,0.001780,3.380795,0.612824,1.904916,0.472099,0.009447,0.000622,0.000128,0.000015,0.000000,0.000000,0.099524,0.010368,0.431503,0.005700,0.186940,0.004850,0.035483,0.001778,1.907311,0.473106
1.6500,-0.628069,0.005903,0.385254,0.004047,0.148823,0.003107,0.022386,0.000924,1.765315,0.530257,0.999973,0.211712,0.007943,0.000562,0.000098,0.000012,0.000000,0.000000,0.086111,0.008569,0.385127,0.004045,0.148726,0.003106,0.022356,0.000923,0.999729,0.211882
1.7000,-0.488809,0.007840,0.288883,0.009988,0.085432,0.005552,0.007913,0.000905,2.391421,0.433770,4.766366,1.052061,0.010008,0.001023,0.000172,0.000031,0.000000,0.000000,0.173761,0.028876,0.288561,0.010020,0.085259,0.005562,0.007886,0.000905,4.799494,1.062295
1.7500,-0.322624,0.005435,0.065598,0.003716,0.004648,0.000488,0.000028,0.000005,1.339625,0.193328,0.806128,0.174245,0.011446,0.000713,0.000191,0.000021,0.000000,0.000000,0.139492,0.017004,0.064110,0.003748,0.004457,0.000478,0.000026,0.000005,0.811707,0.173457
1.8000,-0.259168,0.004822,0.074112,0.005892,0.006302,0.000886,0.000058,0.000015,0.990172,0.243458,1.842862,0.433058,0.011614,0.001058,0.000207,0.000035,0.000000,0.000000,0.164507,0.029437,0.072578,0.005982,0.006095,0.000881,0.000055,0.000015,1.883568,0.449248
1.8500,-0.221335,0.004055,0.082706,0.007467,0.008016,0.001424,0.000107,0.000034,0.757941,0.095292,2.603850,0.671827,0.009419,0.000894,0.000141,0.000026,0.000000,0.000000,0.116852,0.023335,0.081683,0.007549,0.007875,0.001419,0.000104,0.000034,2.662859,0.681313
1.9000,-0.178941,0.003533,0.067768,0.005656,0.005345,0.000805,0.000044,0.000011,0.744170,0.089559,1.621663,0.325925,0.010683,0.000925,0.000167,0.000025,0.000000,0.000000,0.114651,0.013959,0.065870,0.005994,0.005177,0.000817,0.000043,0.000011,1.807902,0.365287
1.9500,-0.148417,0.002961,0.049614,0.003493,0.002769,0.000331,0.000010,0.000002,0.592063,0.053510,0.645351,0.153034,0.010005,0.000876,0.000155,0.000024,0.000000,0.000000,0.115549,0.015139,0.047771,0.003650,0.002614,0.000334,0.000010,0.000002,0.696599,0.163790
2.0000,-0.111904,0.003403,0.039522,0.002042,0.001744,0.000170,0.000004,0.000001,0.663593,0.095415,0.372561,0.052496,0.010751,0.000939,0.000175,0.000029,0.000000,0.000000,0.122007,0.023797,0.036786,0.002246,0.001569,0.000175,0.000004,0.000001,0.441327,0.052977
2.0500,-0.084981,0.003403,0.048500,0.002905,0.002624,0.000302,0.000010,0.000002,0.522554,0.052935,0.543668,0.084276,0.011189,0.001349,0.000207,0.000048,0.000000,0.000000,0.163490,0.041301,0.045854,0.003224,0.002417,0.000317,0.000009,0.000002,0.629019,0.101454
2.1000,-0.062715,0.002200,0.039627,0.003696,0.001938,0.000357,0.000007,0.000002,0.412437,0.041830,0.718104,0.174959,0.010225,0.000842,0.000159,0.000023,0.000000,0.000000,0.106980,0.014391,0.037048,0.003925,0.001779,0.000357,0.000006,0.000002,0.792825,0.186501
2.1500,-0.032808,0.002051,0.034580,0.002044,0.001389,0.000150,0.000003,0.000001,0.330592,0.037306,0.369014,0.050372,0.009728,0.000784,0.000149,0.000021,0.000000,0.000000,0.103546,0.012987,0.032237,0.002112,0.001240,0.000146,0.000003,0.000001,0.383400,0.052984
2.2000,-0.014982,0.002531,0.028831,0.001865,0.000980,0.000122,0.000002,0.000000,0.413068,0.061909,0.276796,0.047718,0.008640,0.000801,0.000119,0.000021,0.000000,0.000000,0.082665,0.015063,0.026359,0.002078,0.000861,0.000127,0.000001,0.000000,0.309172,0.056805
