temp_idx,E,M
10,-0.85003523,0.00369163
11,-0.83506312,0.00144302
12,-0.82035268,0.00224353
13,-0.80811537,0.00239020
14,-0.79587506,0.00262990
15,-0.78265051,0.00143392
0,-1.11385986,0.29989496
1,-1.07931709,0.26770056
2,-1.04007945,0.21048545
3,-1.00093737,0.12847568
4,-0.96458739,0.01370335
5,-0.93996972,0.00902978
6,-0.91756623,0.00448159
7,-0.89792517,0.00713437
8,-0.88067365,0.00371176
9,-0.86491946,0.00309337
10,-0.84988210,0.00270003
11,-0.83485555,0.00205176
12,-0.82024969,0.00144302
13,-0.80832277,0.00168120
14,-0.79603624,0.00116570
15,-0.78246712,0.00054439
0,-1.11344691,0.29778710
1,-1.07940562,0.26752057
2,-1.04096511,0.21703677
3,-1.00074308,0.12813436
4,-0.96445677,0.01071456
5,-0.93980916,0.00967754
6,-0.91764842,0.00543516
7,-0.89770657,0.00433279
8,-0.88119840,0.00477762
9,-0.86421841,0.00346666
10,-0.84951200,0.00212564
11,-0.83462595,0.00197087
12,-0.82045147,0.00281733
13,-0.80829154,0.00189906
14,-0.79537715,0.00157200
15,-0.78225483,0.00219693
0,-1.11393638,0.30260200
1,-1.07930112,0.26572513
2,-1.04135232,0.21812246
3,-1.00041688,0.13033823
4,-0.96423800,0.00581702
5,-0.93994727,0.00496925
6,-0.91817589,0.00253872
7,-0.89675958,0.00175494
8,-0.88140451,0.00372893
9,-0.86415330,0.00366241
10,-0.84892194,0.00277567
11,-0.83487685,0.00261040
12,-0.82029335,0.00282008
13,-0.80777038,0.00215110
14,-0.79480268,0.00139003
15,-0.78245482,0.00195395
0,-1.11401577,0.30182743
1,-1.07950776,0.26477133
2,-1.04175698,0.21567724
3,-1.00095377,0.13818007
4,-0.96455462,0.00772062
5,-0.94050320,0.00985736
6,-0.91740363,0.00562305
7,-0.89750776,0.00834159
8,-0.88134257,0.00415929
9,-0.86414229,0.00186129
10,-0.84989447,0.00336757
11,-0.83518454,0.00186087
12,-0.82058995,0.00094993
13,-0.80764377,0.00255007
14,-0.79571270,0.00089347
15,-0.78301196,0.00162053
0,-1.11345967,0.30421184
1,-1.07849950,0.26581623
2,-1.04073163,0.21137791
3,-1.00107096,0.13312014
4,-0.96457112,0.00942433
5,-0.94043784,0.00557571
6,-0.91785037,0.00320813
7,-0.89710712,0.00505313
8,-0.88128294,0.00472192
9,-0.86406305,0.00241453
10,-0.84995501,0.00200484
11,-0.83536037,0.00393680
12,-0.82057894,0.00219652
13,-0.80832937,0.00151959
14,-0.79517166,0.00072841
15,-0.78358234,0.00144406
0,-1.11332182,0.30336149
1,-1.07822174,0.26558145
2,-1.04112389,0.21653906
3,-1.00119911,0.13080482
4,-0.96466817,0.00589834
5,-0.93952979,0.00616414
6,-0.91844061,0.00233344
7,-0.89764422,0.00373514
8,-0.88126967,0.00290884
9,-0.86415468,0.00264139
10,-0.84875012,0.00323552
11,-0.83548304,0.00154677
12,-0.82000620,0.00287611
13,-0.80782088,0.00344282
14,-0.79471122,0.00110003
15,-0.78340152,0.00245185
0,-1.11375149,0.30599582
1,-1.07828135,0.26812428
2,-1.04146107,0.21825009
3,-1.00106311,0.13171538
4,-0.96369405,0.01009867
5,-0.94000578,0.00282887
6,-0.91805216,0.00506194
7,-0.89755492,0.00373637
8,-0.88107274,0.00164815
9,-0.86417918,0.00205610
10,-0.84913354,0.00181545
11,-0.83503327,0.00166435
12,-0.82009032,0.00090309
13,-0.80809253,0.00150827
14,-0.79462685,0.00244775
15,-0.78329406,0.00130365
0,-1.11322170,0.30304263
1,-1.07797456,0.26505495
2,-1.04121361,0.21719398
3,-1.00084071,0.12661018
4,-0.96377440,0.00958246
5,-0.93972643,0.00704973
6,-0.91771906,0.00337905
7,-0.89741292,0.00285057
8,-0.88075376,0.00170070
9,-0.86396000,0.00316308
10,-0.84918628,0.00090497
11,-0.83466533,0.00263012
12,-0.82053488,0.00129177
13,-0.80796667,0.00227405
14,-0.79463109,0.00066073
15,-0.78375464,0.00062636
0,-1.11308280,0.30413994
1,-1.07842518,0.26290576
2,-1.04090822,0.21820901
3,-1.00142815,0.12805756
4,-0.96451156,0.00942694
5,-0.93993733,0.01012914
6,-0.91705073,0.00425775
7,-0.89760452,0.00468698
8,-0.88041570,0.00324731
9,-0.86385458,0.00482560
10,-0.84926148,0.00456018
11,-0.83478746,0.00404045
12,-0.82087660,0.00142525
13,-0.80783270,0.00160324
14,-0.79539413,0.00170155
15,-0.78431407,0.00113443
0,-1.11183129,0.30276552
1,-1.07766427,0.26337411
2,-1.04106985,0.21844417
3,-1.00216222,0.12813299
4,-0.96425188,0.00304435
5,-0.94003305,0.00975059
6,-0.91716993,0.00608355
7,-0.89679747,0.00256569
8,-0.88050117,0.00387781
9,-0.86354527,0.00405538
10,-0.84907477,0.00337304
11,-0.83476933,0.00204493
12,-0.82091794,0.00081791
13,-0.80830824,0.00395193
14,-0.79523737,0.00136608
15,-0.78398695,0.00165742
0,-1.11202696,0.30097844
1,-1.07726120,0.25980175
2,-1.04115139,0.22142464
3,-1.00210322,0.13146329
4,-0.96460508,0.00528351
5,-0.93981890,0.00991237
6,-0.91742624,0.00281740
7,-0.89690212,0.00202505
8,-0.88051000,0.00209034
9,-0.86365633,0.00272042
10,-0.84945004,0.00261548
11,-0.83422843,0.00204078
12,-0.82090124,0.00162548
13,-0.80824917,0.00104821
14,-0.79524321,0.00161582
15,-0.78388936,0.00140685
0,-1.11204191,0.30075613
1,-1.07794340,0.26032273
2,-1.04048138,0.21532116
3,-1.00154709,0.12921979
4,-0.96425185,0.00906639
5,-0.94025848,0.00521954
6,-0.91667658,0.00333619
7,-0.89785361,0.00392870
8,-0.88042937,0.00247129
9,-0.86317856,0.00143766
10,-0.84908252,0.00143988
11,-0.83468503,0.00204533
12,-0.82066938,0.00395849
13,-0.80804901,0.00206817
14,-0.79541149,0.00279432
15,-0.78406478,0.00179350
0,-1.11291292,0.29869002
1,-1.07804750,0.26560499
2,-1.04036971,0.21650667
3,-1.00089300,0.12855393
4,-0.96345846,0.00507046
5,-0.94014869,0.00635742
6,-0.91652134,0.00414979
7,-0.89805952,0.00450561
8,-0.88047899,0.00500275
9,-0.86438501,0.00313485
10,-0.84896341,0.00392444
11,-0.83439330,0.00312337
12,-0.82098197,0.00043533
13,-0.80756199,0.00169245
14,-0.79581805,0.00210018
15,-0.78364035,0.00118356
0,-1.11308943,0.30012589
1,-1.07818974,0.26523655
2,-1.04033174,0.21529417
3,-1.00104330,0.13033139
4,-0.96350037,0.00763593
5,-0.93979901,0.00775981
6,-0.91611579,0.00239311
7,-0.89846220,0.00350777
8,-0.88066605,0.00238719
9,-0.86416661,0.00280896
10,-0.84839058,0.00103143
11,-0.83501145,0.00415172
12,-0.82026683,0.00237763
13,-0.80796274,0.00128015
14,-0.79536354,0.00186070
15,-0.78294872,0.00178630
0,-1.11305627,0.30183186
1,-1.07716443,0.26271670
2,-1.04082231,0.21555229
3,-1.00124990,0.13310254
4,-0.96367264,0.00483309
5,-0.94000669,0.01023394
6,-0.91652978,0.00546133
7,-0.89817935,0.00287936
8,-0.88096305,0.00373960
9,-0.86372035,0.00141695
10,-0.84830666,0.00324425
11,-0.83420862,0.00153921
12,-0.82031615,0.00273234
13,-0.80795563,0.00273523
14,-0.79480967,0.00192628
15,-0.78287110,0.00265601
0,-1.11245960,0.29947255
1,-1.07755423,0.26666030
2,-1.04079501,0.21556480
3,-1.00123858,0.13058420
4,-0.96382060,0.00546596
5,-0.93910442,0.00350025
6,-0.91677607,0.00465709
7,-0.89854686,0.00506110
8,-0.88092905,0.00304379
9,-0.86337697,0.00305863
10,-0.84926999,0.00362976
11,-0.83437873,0.00145872
12,-0.82063907,0.00246524
13,-0.80707241,0.00154982
14,-0.79487886,0.00129861
15,-0.78308271,0.00286871
0,-1.11278124,0.29922793
1,-1.07753487,0.26416087
2,-1.04119044,0.21425827
3,-1.00161085,0.12984922
4,-0.96423715,0.00809815
5,-0.93884927,0.00573306
6,-0.91620573,0.00679338
7,-0.89828901,0.00408466
8,-0.88078654,0.00399961
9,-0.86334105,0.00163637
10,-0.84964290,0.00155911
11,-0.83412385,0.00247932
12,-0.82048069,0.00203211
13,-0.80747453,0.00164134
14,-0.79501203,0.00201751
15,-0.78359453,0.00112987
0,-1.11348070,0.29938731
1,-1.07717214,0.26369404
2,-1.04201314,0.21313382
3,-1.00139219,0.13402409
4,-0.96392879,0.01213685
5,-0.93805336,0.00722059
6,-0.91728234,0.00656544
7,-0.89762827,0.00166872
8,-0.88025482,0.00186533
9,-0.86401093,0.00125704
10,-0.84893969,0.00463627
11,-0.83451213,0.00197903
12,-0.82066700,0.00179596
13,-0.80747036,0.00199956
14,-0.79509486,0.00118588
15,-0.78388334,0.00120891
0,-1.11400216,0.30095699
1,-1.07787794,0.26711417
2,-1.04181495,0.21295445
3,-1.00074085,0.13223233
4,-0.96397974,0.00966213
5,-0.93872640,0.00710024
6,-0.91670169,0.00379183
7,-0.89749813,0.00582332
8,-0.88072064,0.00339410
9,-0.86417556,0.00190393
10,-0.84885586,0.00298039
11,-0.83479215,0.00237967
12,-0.82143570,0.00263325
13,-0.80705615,0.00321800
14,-0.79496710,0.00155848
15,-0.78422444,0.00135890
0,-1.11387379,0.30224300
1,-1.07794869,0.26623381
2,-1.04197662,0.21336648
3,-1.00093436,0.13059348
4,-0.96358830,0.00331839
5,-0.93955639,0.00618818
6,-0.91645148,0.00421136
7,-0.89816768,0.00450655
8,-0.88097136,0.00038979
9,-0.86442977,0.00138701
10,-0.84904448,0.00157420
11,-0.83439345,0.00277981
12,-0.82078286,0.00161858
13,-0.80757291,0.00254537
14,-0.79488405,0.00176010
15,-0.78467557,0.00013910
0,-1.11404355,0.30090439
1,-1.07820915,0.27015273
2,-1.04165725,0.21465031
3,-1.00086892,0.12547127
4,-0.96326367,0.00301441
5,-0.94012045,0.00672654
6,-0.91673886,0.00444288
7,-0.89787896,0.00446106
8,-0.88063467,0.00204357
9,-0.86423971,0.00140935
10,-0.84948892,0.00060090
11,-0.83381211,0.00281324
12,-0.82033552,0.00305540
13,-0.80748211,0.00142136
14,-0.79481957,0.00094181
15,-0.78448992,0.00074918
0,-1.11427362,0.30405383
1,-1.07849259,0.26846295
2,-1.04160605,0.21694010
3,-1.00160735,0.12073789
4,-0.96439565,0.00767965
5,-0.94010006,0.00137737
6,-0.91702814,0.00211091
7,-0.89775890,0.00250792
8,-0.88000760,0.00307826
9,-0.86351196,0.00108115
10,-0.84950935,0.00369937
11,-0.83415491,0.00501220
12,-0.81997903,0.00317460
13,-0.80676412,0.00287853
14,-0.79466919,0.00111701
15,-0.78450268,0.00218264
0,-1.11314204,0.30107795
1,-1.07778658,0.26739240
2,-1.04236760,0.21601061
3,-1.00182819,0.11804071
4,-0.96440597,0.00728707
5,-0.93929239,0.00971244
6,-0.91738828,0.00115950
7,-0.89844018,0.00155531
8,-0.88039243,0.00261553
9,-0.86322602,0.00130730
10,-0.84899141,0.00478605
11,-0.83415398,0.00385520
12,-0.82017580,0.00206785
13,-0.80636482,0.00184799
14,-0.79412830,0.00060853
15,-0.78312744,0.00167847
0,-1.11322443,0.29956698
1,-1.07794028,0.26257012
2,-1.04244287,0.21569196
3,-1.00196330,0.11289662
4,-0.96440777,0.00975128
5,-0.93980926,0.00672831
6,-0.91693306,0.00439054
7,-0.89831126,0.00279796
8,-0.88161638,0.00328274
9,-0.86342845,0.00217294
10,-0.84893006,0.00507442
11,-0.83475197,0.00188971
12,-0.82016399,0.00204368
13,-0.80696448,0.00149620
14,-0.79475625,0.00273801
15,-0.78328275,0.00049189
0,-1.11318648,0.30349061
1,-1.07730628,0.25996648
2,-1.04223649,0.21944265
3,-1.00213143,0.12172898
4,-0.96463500,0.00616475
5,-0.93949832,0.00228873
6,-0.91702218,0.00226049
7,-0.89772889,0.00414558
8,-0.88188206,0.00229512
9,-0.86335209,0.00177892
10,-0.84856124,0.00302169
11,-0.83450694,0.00534351
12,-0.81930061,0.00387870
13,-0.80666827,0.00081873
14,-0.79468332,0.00132249
15,-0.78335559,0.00241823
0,-1.11282284,0.29858385
1,-1.07772300,0.26462663
2,-1.04179074,0.21871862
3,-1.00179668,0.12357990
4,-0.96420986,0.00992674
5,-0.93932348,0.00582177
6,-0.91721198,0.00290318
7,-0.89732731,0.00118333
8,-0.88117487,0.00380423
9,-0.86357974,0.00302260
10,-0.84828069,0.00147420
11,-0.83475267,0.00153946
12,-0.81992166,0.00249808
13,-0.80643417,0.00133244
14,-0.79505920,0.00226273
15,-0.78367387,0.00153594
0,-1.11292616,0.30022746
1,-1.07817819,0.25997033
2,-1.04221224,0.21895844
3,-1.00162247,0.12432360
4,-0.96448069,0.00825421
5,-0.93994014,0.00519884
6,-0.91777699,0.00275913
7,-0.89787780,0.00354101
8,-0.88065720,0.00136882
9,-0.86323200,0.00291415
10,-0.84887355,0.00431884
11,-0.83464789,0.00306787
12,-0.81971260,0.00216532
13,-0.80672198,0.00067362
14,-0.79537770,0.00137839
15,-0.78396612,0.00154941
0,-1.11265486,0.30318877
1,-1.07850596,0.26135721
2,-1.04221637,0.21458298
3,-1.00064808,0.12232617
4,-0.96561238,0.01218203
5,-0.94011564,0.00363759
6,-0.91715405,0.00715795
7,-0.89815035,0.00094423
8,-0.88033916,0.00361625
9,-0.86329786,0.00308774
10,-0.84867875,0.00055573
11,-0.83457501,0.00126603
12,-0.82006859,0.00167162
13,-0.80709187,0.00109763
14,-0.79511156,0.00166438
15,-0.78394483,0.00160244
0,-1.11288906,0.30095432
1,-1.07858971,0.26301535
2,-1.04252042,0.21576095
3,-1.00072567,0.11845923
4,-0.96502775,0.01202336
5,-0.94048352,0.00637980
6,-0.91766090,0.00168449
7,-0.89883133,0.00310352
8,-0.88001367,0.00188096
9,-0.86374905,0.00360689
10,-0.84846493,0.00411078
11,-0.83487197,0.00239152
12,-0.82060288,0.00324931
13,-0.80800092,0.00213670
14,-0.79531829,0.00215506
15,-0.78455557,0.00181047
0,-1.11376705,0.30428346
1,-1.07842361,0.26592807
2,-1.04268382,0.21593202
3,-1.00007724,0.12526354
4,-0.96543447,0.01164071
5,-0.93970924,0.00344548
6,-0.91796985,0.00375491
7,-0.89884240,0.00420173
8,-0.88027341,0.00323945
9,-0.86404753,0.00211387
10,-0.84853944,0.00280186
11,-0.83500309,0.00155669
12,-0.82099450,0.00320368
13,-0.80815508,0.00111105
14,-0.79551551,0.00244440
15,-0.78362646,0.00133726
0,-1.11321220,0.30378784
1,-1.07805637,0.26849625
2,-1.04260290,0.21548701
3,-1.00018486,0.12867776
4,-0.96481897,0.00849864
5,-0.93946743,0.00531041
6,-0.91761499,0.00651755
7,-0.89817695,0.00180932
8,-0.88084267,0.00280621
9,-0.86425800,0.00361822
10,-0.84904468,0.00259259
11,-0.83440426,0.00157943
12,-0.82055238,0.00213545
13,-0.80823044,0.00211917
14,-0.79515551,0.00127047
15,-0.78384563,0.00191371
0,-1.11390169,0.30381149
1,-1.07853638,0.26447801
2,-1.04261174,0.21825133
3,-1.00035419,0.13122077
4,-0.96488961,0.01132017
5,-0.93936226,0.00444416
6,-0.91730157,0.00464498
7,-0.89792727,0.00447319
8,-0.88038885,0.00223465
9,-0.86404215,0.00248396
10,-0.84915137,0.00222293
11,-0.83315906,0.00196307
12,-0.82081040,0.00276979
13,-0.80792477,0.00363537
14,-0.79477079,0.00046875
15,-0.78353456,0.00090886
0,-1.11289009,0.30286268
1,-1.07807597,0.26602824
2,-1.04218423,0.21574841
3,-1.00052159,0.13187196
4,-0.96461671,0.01299976
5,-0.93845882,0.00664193
6,-0.91724374,0.00358690
7,-0.89798185,0.00528967
8,-0.88011100,0.00288634
9,-0.86363114,0.00292741
10,-0.84930484,0.00169685
11,-0.83309624,0.00201697
12,-0.82142736,0.00183053
13,-0.80759942,0.00243124
14,-0.79509201,0.00190653
15,-0.78331955,0.00202449
0,-1.11211742,0.30413725
1,-1.07791417,0.26787839
2,-1.04271134,0.22132347
3,-1.00021886,0.13172754
4,-0.96447005,0.01638728
5,-0.93881627,0.00602442
6,-0.91797458,0.00460165
7,-0.89771277,0.00252234
8,-0.88066020,0.00415083
9,-0.86415684,0.00355438
10,-0.84929061,0.00180576
11,-0.83299061,0.00153749
12,-0.82168917,0.00289202
13,-0.80779108,0.00175951
14,-0.79489926,0.00207478
15,-0.78327285,0.00329254
0,-1.11275335,0.30441291
1,-1.07818548,0.26444083
2,-1.04238422,0.21980473
3,-1.00049033,0.12823252
4,-0.96411339,0.01556930
5,-0.93896864,0.00722097
6,-0.91816192,0.00664686
7,-0.89788785,0.00293890
8,-0.88104375,0.00152990
9,-0.86428099,0.00231490
10,-0.84970463,0.00188005
11,-0.83309975,0.00198886
12,-0.82073448,0.00084522
13,-0.80761342,0.00245797
14,-0.79478587,0.00326046
15,-0.78328302,0.00156566
0,-1.11345026,0.30346927
1,-1.07844904,0.26256227
2,-1.04241371,0.21771536
3,-1.00033877,0.12985364
4,-0.96362136,0.01354301
5,-0.93869331,0.00961862
6,-0.91854685,0.00454408
7,-0.89816234,0.00285030
8,-0.88155437,0.00160393
9,-0.86427212,0.00377878
10,-0.84904971,0.00390665
11,-0.83381898,0.00101298
12,-0.82007318,0.00210113
13,-0.80778031,0.00109986
14,-0.79489481,0.00112396
15,-0.78337844,0.00201936
0,-1.11391915,0.30232330
1,-1.07826362,0.26497674
2,-1.04233362,0.22137745
3,-1.00051906,0.12687703
4,-0.96254969,0.01238364
5,-0.93918706,0.00639093
6,-0.91827009,0.00498220
7,-0.89744922,0.00429931
8,-0.88126869,0.00126408
9,-0.86434972,0.00181414
10,-0.84911290,0.00250213
11,-0.83437623,0.00145393
12,-0.81976234,0.00131110
13,-0.80815755,0.00172834
14,-0.79436156,0.00197797
15,-0.78364311,0.00154036
0,-1.11428681,0.30303834
1,-1.07814807,0.26442915
2,-1.04209630,0.21970433
3,-1.00063753,0.12352675
4,-0.96311667,0.01267177
5,-0.93918501,0.00463163
6,-0.91888817,0.00774638
7,-0.89732233,0.00285666
8,-0.88067073,0.00338733
9,-0.86439250,0.00118897
10,-0.84871409,0.00486877
11,-0.83452632,0.00243202
12,-0.81996888,0.00262626
13,-0.80805096,0.00211217
14,-0.79394222,0.00134677
15,-0.78350275,0.00077501
0,-1.11463155,0.30440569
1,-1.07835912,0.26344306
2,-1.04196416,0.21931056
3,-1.00029308,0.12480968
4,-0.96317542,0.01028099
5,-0.93869407,0.00463045
6,-0.91897374,0.00350216
7,-0.89706855,0.00612575
8,-0.88067938,0.00191722
9,-0.86415877,0.00384850
10,-0.84855283,0.00207577
11,-0.83448496,0.00312734
12,-0.81991072,0.00423583
13,-0.80796402,0.00215438
14,-0.79437414,0.00100436
15,-0.78376281,0.00198291
0,-1.11402625,0.30091574
1,-1.07877507,0.26405376
2,-1.04178060,0.21492288
3,-1.00060684,0.12474903
4,-0.96339461,0.01146371
5,-0.93850124,0.00501930
6,-0.91848660,0.00237407
7,-0.89699752,0.00300440
8,-0.88093292,0.00261259
9,-0.86432790,0.00313900
10,-0.84860475,0.00352199
11,-0.83392439,0.00148560
12,-0.82014492,0.00075582
13,-0.80845277,0.00279413
14,-0.79475223,0.00163126
15,-0.78320598,0.00285076
0,-1.11366922,0.30241522
1,-1.07862427,0.26348537
2,-1.04109693,0.21649368
3,-1.00121513,0.12073840
4,-0.96351690,0.00953641
5,-0.93884964,0.00581797
6,-0.91865965,0.00490333
7,-0.89744601,0.00328269
8,-0.88097198,0.00090934
9,-0.86392605,0.00320101
10,-0.84872317,0.00153867
11,-0.83448515,0.00146780
12,-0.82061128,0.00168674
13,-0.80848064,0.00240983
14,-0.79479866,0.00156644
15,-0.78297941,0.00118001
0,-1.11382937,0.30068184
1,-1.07929993,0.26823653
2,-1.04151398,0.21612163
3,-1.00107256,0.12000256
4,-0.96424940,0.01076434
5,-0.93909617,0.00650559
6,-0.91910635,0.00499084
7,-0.89796853,0.00411084
8,-0.88167928,0.00415932
9,-0.86407317,0.00228546
10,-0.84917739,0.00166337
11,-0.83412864,0.00245961
12,-0.82070361,0.00288953
13,-0.80794542,0.00081758
14,-0.79476090,0.00360990
15,-0.78368145,0.00236219
0,-1.11421112,0.30017167
1,-1.07961409,0.27027946
2,-1.04078392,0.21520338
3,-1.00064560,0.12807825
4,-0.96448981,0.00962512
5,-0.93978132,0.00202989
6,-0.91883759,0.00755978
7,-0.89798555,0.00524352
8,-0.88145207,0.00579626
9,-0.86401185,0.00458698
10,-0.84842900,0.00244591
11,-0.83382229,0.00287519
12,-0.82058842,0.00252215
13,-0.80784686,0.00126642
14,-0.79476443,0.00160101
15,-0.78331200,0.00126241
0,-1.11460731,0.30190947
1,-1.07922600,0.26578410
2,-1.04202010,0.21606668
3,-1.00046323,0.13736450
4,-0.96460921,0.01155911
5,-0.93927648,0.00225916
6,-0.91832116,0.00575536
7,-0.89840988,0.00473113
8,-0.88136828,0.00266401
9,-0.86401218,0.00201666
10,-0.84832407,0.00230260
11,-0.83407174,0.00246890
12,-0.82055441,0.00079292
13,-0.80778686,0.00205150
14,-0.79447525,0.00134853
15,-0.78356497,0.00171404
0,-1.11450315,0.30321178
1,-1.07909424,0.26233319
2,-1.04178081,0.21483999
3,-1.00050261,0.13394064
4,-0.96400367,0.01339420
5,-0.93963705,0.00273770
6,-0.91831749,0.00227310
7,-0.89882202,0.00304716
8,-0.88180171,0.00520788
9,-0.86397025,0.00258693
10,-0.84895171,0.00161170
11,-0.83397194,0.00168646
12,-0.82062595,0.00225805
13,-0.80739946,0.00386283
14,-0.79491406,0.00243357
15,-0.78340594,0.00075333
0,-1.11442734,0.30000707
1,-1.07916448,0.26280300
2,-1.04222111,0.21097154
3,-1.00067516,0.13452327
4,-0.96373724,0.00637524
5,-0.93972976,0.00204975
6,-0.91816608,0.00453085
7,-0.89921871,0.00340620
8,-0.88160628,0.00401132
9,-0.86401538,0.00399397
10,-0.84865516,0.00210734
11,-0.83419748,0.00312792
12,-0.82064522,0.00126855
13,-0.80670559,0.00036338
14,-0.79516941,0.00088873
15,-0.78361410,0.00189740
0,-1.11433081,0.30005566
1,-1.07967336,0.26225249
2,-1.04190719,0.21288656
3,-0.99973851,0.13107762
4,-0.96397959,0.01255638
5,-0.94023597,0.00619508
6,-0.91867831,0.00475767
7,-0.89929886,0.00457282
8,-0.88154002,0.00228429
9,-0.86414549,0.00348044
10,-0.84933694,0.00224023
11,-0.83451272,0.00140496
12,-0.82102699,0.00151543
13,-0.80717680,0.00209832
14,-0.79562779,0.00210097
15,-0.78403819,0.00140120
0,-1.11421844,0.29983266
1,-1.07934680,0.26718739
2,-1.04125943,0.21298883
3,-1.00040282,0.13198339
4,-0.96392394,0.00996293
5,-0.93998207,0.01003804
6,-0.91885809,0.00247496
7,-0.89957319,0.00385237
8,-0.88093297,0.00235201
9,-0.86414552,0.00103173
10,-0.84938649,0.00138765
11,-0.83488181,0.00195595
12,-0.82059246,0.00098745
13,-0.80670768,0.00332975
14,-0.79615559,0.00146377
15,-0.78433812,0.00092351
0,-1.11398733,0.30278417
1,-1.07911847,0.26596523
2,-1.04086230,0.20768965
3,-1.00055776,0.12941812
4,-0.96345163,0.00706792
5,-0.94020387,0.00933492
6,-0.91812172,0.00620481
7,-0.89929208,0.00483253
8,-0.88072497,0.00246668
9,-0.86453835,0.00160658
10,-0.84910518,0.00096375
11,-0.83496161,0.00283158
12,-0.82059666,0.00093967
13,-0.80669067,0.00160690
14,-0.79532602,0.00155418
15,-0.78396165,0.00075710
0,-1.11364244,0.30227602
1,-1.07889174,0.26450007
2,-1.04116537,0.21241741
3,-1.00072318,0.13319178
4,-0.96350816,0.00537114
5,-0.93989925,0.00626983
6,-0.91850372,0.00267232
7,-0.89945790,0.00266713
8,-0.88040700,0.00173074
9,-0.86516356,0.00324949
10,-0.84895132,0.00256845
11,-0.83490440,0.00131732
12,-0.82078765,0.00117607
13,-0.80732279,0.00106759
14,-0.79560300,0.00129918
15,-0.78407534,0.00135761
0,-1.11307388,0.30215732
1,-1.07875146,0.26528535
2,-1.04114577,0.21094245
3,-1.00039240,0.12643254
4,-0.96367937,0.00377482
5,-0.93962006,0.00347578
6,-0.91794571,0.00469650
7,-0.89999913,0.00202103
8,-0.88110349,0.00341615
9,-0.86439298,0.00100456
10,-0.84960504,0.00183904
11,-0.83530895,0.00084825
12,-0.82025181,0.00213711
13,-0.80690550,0.00230402
14,-0.79528442,0.00228503
15,-0.78363820,0.00225384
0,-1.11280522,0.29977721
1,-1.07862042,0.26843046
2,-1.04047523,0.21134096
3,-1.00074696,0.12910664
4,-0.96356168,0.00561216
5,-0.93924729,0.00415283
6,-0.91785387,0.00109361
7,-0.89895790,0.00173219
8,-0.88098528,0.00316869
9,-0.86491302,0.00093235
10,-0.84942898,0.00366502
11,-0.83447129,0.00093642
12,-0.82109571,0.00081821
13,-0.80723926,0.00208683
14,-0.79557208,0.00186182
15,-0.78367088,0.00271829
0,-1.11259896,0.30131387
1,-1.07901528,0.26702201
2,-1.04017999,0.21584488
3,-1.00100391,0.12458566
4,-0.96315653,0.01290745
5,-0.93956638,0.00410065
6,-0.91775775,0.00681617
7,-0.89854847,0.00102606
8,-0.88041147,0.00228770
9,-0.86449538,0.00358806
10,-0.84884811,0.00079351
11,-0.83464218,0.00221765
12,-0.82177723,0.00234491
13,-0.80723687,0.00221598
14,-0.79529302,0.00357418
15,-0.78393707,0.00123259
0,-1.11324054,0.30145660
1,-1.07876000,0.26206381
2,-1.03946773,0.21487739
3,-1.00097178,0.12425121
4,-0.96374360,0.01042780
5,-0.93947201,0.00268635
6,-0.91766930,0.00189038
7,-0.89915075,0.00334978
8,-0.88055684,0.00168659
9,-0.86461851,0.00317706
10,-0.84801391,0.00253367
11,-0.83497897,0.00342791
12,-0.82157427,0.00080468
13,-0.80722312,0.00096276
14,-0.79579649,0.00088173
15,-0.78417434,0.00094364
0,-1.11318569,0.30115917
1,-1.07877471,0.26471887
2,-1.03924954,0.21619066
3,-1.00099323,0.12539395
4,-0.96290732,0.00813100
5,-0.93929585,0.00089800
6,-0.91701901,0.00161366
7,-0.89968836,0.00332651
8,-0.88030781,0.00311309
9,-0.86467613,0.00283533
10,-0.84732439,0.00250561
11,-0.83461262,0.00107534
12,-0.82097383,0.00354614
13,-0.80773420,0.00204375
14,-0.79502538,0.00186053
15,-0.78447258,0.00190110
0,-1.11291905,0.30266859
1,-1.07960982,0.26621317
2,-1.03963397,0.21393474
3,-1.00125337,0.12594981
4,-0.96227327,0.01100548
5,-0.93921192,0.00338501
6,-0.91713200,0.00283763
7,-0.89902739,0.00256634
8,-0.88041712,0.00319847
9,-0.86387256,0.00255392
10,-0.84820736,0.00248025
11,-0.83479364,0.00161187
12,-0.82073669,0.00195520
13,-0.80814318,0.00226213
14,-0.79488600,0.00234976
15,-0.78479337,0.00140519
0,-1.11388649,0.30276239
1,-1.07938722,0.26745528
2,-1.04021571,0.21376011
3,-1.00093427,0.12572250
4,-0.96247427,0.01133195
5,-0.93959080,0.00553750
6,-0.91688301,0.00576743
7,-0.89861425,0.00367253
8,-0.88100495,0.00400564
9,-0.86332046,0.00281049
10,-0.84839912,0.00354093
11,-0.83540250,0.00162890
12,-0.82069432,0.00246623
13,-0.80792981,0.00350403
14,-0.79486000,0.00211392
15,-0.78434486,0.00148910
0,-1.11420511,0.30507495
1,-1.07855667,0.26852301
2,-1.04037827,0.21348683
3,-1.00074591,0.12400160
4,-0.96272330,0.00935880
5,-0.93936143,0.00241792
6,-0.91712191,0.00477728
7,-0.89797461,0.00431746
8,-0.88109764,0.00340535
9,-0.86310224,0.00202429
10,-0.84857045,0.00299292
11,-0.83577649,0.00645136
12,-0.82158716,0.00203140
13,-0.80746560,0.00176278
