T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,Mz,Mz_err,Mz2,Mz2_err,Mz4,Mz4_err,chi_z,chi_z_err,Mxy,Mxy_err,Mxy2,Mxy2_err,Mxy4,Mxy4_err,chi_xy,chi_xy_err
3.5417,-1.072134,0.002069,0.021148,0.000938,0.000521,0.000046,0.000000,0.000000,0.126265,0.011267,0.085112,0.011633,0.012847,0.001306,0.000246,0.000042,0.000000,0.000000,0.094163,0.013363,0.014882,0.000626,0.000274,0.000021,0.000000,0.000000,0.061201,0.004257
3.6458,-1.061999,0.002342,0.021679,0.000961,0.000535,0.000044,0.000000,0.000000,0.126314,0.011079,0.073377,0.006354,0.011113,0.001040,0.000187,0.000031,0.000000,0.000000,0.071466,0.009808,0.016627,0.001208,0.000348,0.000046,0.000000,0.000000,0.080596,0.008893
3.7500,-1.049080,0.001708,0.020524,0.000732,0.000482,0.000032,0.000000,0.000000,0.135970,0.016291,0.066283,0.006601,0.012768,0.001204,0.000236,0.000036,0.000000,0.000000,0.079299,0.008616,0.013872,0.000704,0.000246,0.000023,0.000000,0.000000,0.058840,0.006081
3.8542,-1.039272,0.002066,0.019180,0.001291,0.000450,0.000058,0.000000,0.000000,0.102534,0.011120,0.086940,0.013473,0.010481,0.001348,0.000189,0.000046,0.000000,0.000000,0.084223,0.020461,0.014189,0.000772,0.000261,0.000026,0.000000,0.000000,0.062976,0.007402
3.9583,-1.026165,0.001859,0.019802,0.000881,0.000461,0.000041,0.000000,0.000000,0.111941,0.008487,0.071166,0.010632,0.011420,0.000944,0.000205,0.000031,0.000000,0.000000,0.077323,0.011933,0.014378,0.000724,0.000256,0.000025,0.000000,0.000000,0.050740,0.006049
4.0625,-1.015119,0.002139,0.020683,0.001096,0.000514,0.000059,0.000000,0.000000,0.115982,0.014578,0.086535,0.017324,0.011342,0.001201,0.000218,0.000048,0.000000,0.000000,0.089834,0.022373,0.015334,0.000887,0.000296,0.000035,0.000000,0.000000,0.061247,0.009986
4.1667,-1.006329,0.001942,0.020031,0.001056,0.000476,0.000049,0.000000,0.000000,0.090947,0.008373,0.073182,0.009526,0.011120,0.001365,0.000192,0.000048,0.000000,0.000000,0.066800,0.020600,0.014547,0.000827,0.000284,0.000033,0.000000,0.000000,0.071210,0.010994
4.2708,-1.000881,0.001931,0.018900,0.000822,0.000412,0.000036,0.000000,0.000000,0.095453,0.010013,0.052899,0.006540,0.009095,0.000646,0.000130,0.000018,0.000000,0.000000,0.045588,0.007496,0.015141,0.000774,0.000282,0.000028,0.000000,0.000000,0.050707,0.006182
4.3750,-0.988662,0.001928,0.021130,0.000980,0.000527,0.000048,0.000000,0.000000,0.083698,0.008415,0.075082,0.010738,0.011776,0.001210,0.000215,0.000040,0.000000,0.000000,0.071339,0.013527,0.015541,0.001116,0.000312,0.000045,0.000000,0.000000,0.065794,0.012214
4.4792,-0.981935,0.002114,0.018417,0.000610,0.000395,0.000023,0.000000,0.000000,0.083522,0.009186,0.051211,0.004664,0.010286,0.000556,0.000159,0.000015,0.000000,0.000000,0.048848,0.004533,0.013695,0.000713,0.000236,0.000021,0.000000,0.000000,0.044294,0.003782
4.5833,-0.973017,0.002046,0.018102,0.000613,0.000378,0.000024,0.000000,0.000000,0.072631,0.006206,0.044962,0.004460,0.010159,0.000595,0.000156,0.000018,0.000000,0.000000,0.046914,0.006841,0.013225,0.000657,0.000222,0.000020,0.000000,0.000000,0.042336,0.005077
4.6875,-0.965012,0.001839,0.017834,0.000730,0.000373,0.000029,0.000000,0.000000,0.063127,0.007797,0.047705,0.004397,0.008867,0.000916,0.000128,0.000025,0.000000,0.000000,0.042731,0.008329,0.013852,0.000759,0.000245,0.000026,0.000000,0.000000,0.046514,0.006006
4.7917,-0.954279,0.002359,0.019144,0.001113,0.000429,0.000047,0.000000,0.000000,0.070161,0.005428,0.053687,0.007581,0.011048,0.000934,0.000181,0.000028,0.000000,0.000000,0.050661,0.007816,0.014002,0.000884,0.000248,0.000030,0.000000,0.000000,0.044358,0.006018
4.8958,-0.949215,0.001814,0.019741,0.000849,0.000460,0.000036,0.000000,0.000000,0.059619,0.005416,0.058498,0.005541,0.010282,0.000642,0.000163,0.000019,0.000000,0.000000,0.047876,0.005798,0.015247,0.000846,0.000297,0.000031,0.000000,0.000000,0.053728,0.006800
5.0000,-0.946820,0.001769,0.018121,0.000846,0.000385,0.000036,0.000000,0.000000,0.059139,0.005630,0.046256,0.006554,0.009391,0.000927,0.000146,0.000031,0.000000,0.000000,0.047616,0.012953,0.013707,0.000811,0.000239,0.000028,0.000000,0.000000,0.041483,0.005978
